"a0","name","category","developer","rating"
"a2914","Happy Kids: Baby Shapes 2-5","Educational","Oriplay Games","4.3"
"a2915","Dinosaur free kids app","Entertainment","Pebble Paw","4.0"
"a2916","Railroad Bus Redemption Road","Simulation","Chief Gamer","3.9"
"a2917","TO-FU Oh!SUSHI","Education","SMART EDUCATION, LTD.","4.1"
"a2918","Teletubbies: Create with Dipsy","Educational","Cube Kids","4.6"
"a2919","Max & Ruby: Hop into Spring","Casual","Nelvana Digital Inc.","2.6"
"a2920","Quiver Education","Education","Puteko Limited","3.6"
"a2921","Photo Baby Games","Educational","Hippo Nursery Rhymes","4.3"
"a2922","Kate & Mim-Mim Funny Bunny Fun","Educational","A.C.R.O.N.Y.M. digital","3.5"
"a2923","Cake Maker Kids (Ads Free)","Casual","Bubadu","4.0"
"a2924","Puffin Rock Music!","Education","Penguin Books","4.2"
"a2925","Jumpy Horse Breeding","Role Playing","Internet Reshenia LLC","4.0"
"a2926","Comic Strip pro","Photography","Roundwood Studios","4.1"
"a2927","Candy Fever 2","Casual","Mobileguru","4.4"
"a2928","Shoot Bubble Extreme","Casual","Bubble Shooter","4.3"
"a2929","Duckie Deck Bird Houses","Educational","Duckie Deck Development Sp. z o.o.","3.8"
"a2930","Color with Barney","Educational","QB9 Entertainment","4.3"
"a2931","Word Search","Word","Hello World +","4.3"
"a2932","Candy Frenzy","Casual","appgo","4.0"
"a2933","Kids Shopping Games","Educational","Hippo Kids Games","4.2"
"a2934","4 in a line - connect 4 kids","Board","pescAPPs","3.8"
"a2935","Chess Online","Strategy","MplayOnline: Free card games","4.5"
"a2936","Tic Tac Toe","Puzzle","DrawAPP","4.1"
"a2937","2048 Mathway Number Puzzle","Puzzle","HDuo Fun Games","5.0"
"a2938","Sumikko gurashi-Puzzling Ways","Puzzle","Imagineer Co.,Ltd.","4.1"
"a2939","Royal Princess: Kids Puzzles","Puzzle","Puzzle Games for Kids","5.0"
"a2940","Block City - Lego Tetris","Puzzle","CrossBox Games","5.0"
"a2941","Cat & Kitten Puzzle Fun","Puzzle","Creatie en co","5.0"
"a2942","Bubble Tap HD","Casual","Orange City Games","null"
"a2943","Fruit Cut Ninja - Bird Rescue","Arcade","Entity Incline Studio","5.0"
"a2944","Bomber BFB","Arcade","Black Dream","3.0"
"a2945","Swipe Me - Game of Dots","Casual","Manjot Dhiman","4.8"
"a2946","Checkers - Jeu de dames","Puzzle","ABODEVP","5.0"
"a2947","DogBiscuit: A drawing book","Educational","Tivola","3.9"
"a2948","Monster Truck Nitro","Sports","ShiroDev","5.0"
"a2949","Circle of Friends Lite","Casual","TSD Inc.","null"
"a2950","Jungle Doctor","Educational","Libii","3.8"
"a2951","Fun with Activities","Educational","Mattel","3.8"
"a2952","Candy's Family Life","Educational","Candy's Family by Libii","3.9"
"a2953","Dream Day: Bella Italia","Adventure","Hullabu, Inc.","4.1"
"a2954","Lanterns: The Harvest Festival","Board","Dire Wolf Digital","4.7"
"a2955","Mind Games Pro","Puzzle","Mindware Consulting, Inc","4.6"
"a2956","Fuzzy House LITE","Role Playing","Fuzzy House Aps","4.1"
"a2957","Caillou House of Puzzles","Puzzle","Budge Studios","3.6"
"a2958","Bubble Potion","Puzzle","Bubble Shooter Artworks","4.3"
"a2959","Tsuro - The Game of the Path","Board","Thunderbox Entertainment","4.7"
"a2960","Bubble Shooter Space Pro","Arcade","Free Bubble Shooter Games","4.5"
"a2961","Pocket Worlds - Learning Game","Educational","Tuxedo Games","4.5"
"a2962","Blaze Dinosaur Egg Rescue Game","Educational","Nickelodeon","2.2"
"a2963","Sago Mini Toolbox","Education","Sago Mini","3.9"
"a2964","Dr. Panda Daycare","Role Playing","Dr. Panda","4.4"
"a2965","Dr. Panda School","Educational","Dr. Panda","4.4"
"a2966","Peppa Pig: Sports Day","Educational","Entertainment One","3.6"
"a2967","Dr. Panda Caf\u00e9","Educational","Dr. Panda","4.7"
"a2968","Dr. Panda Hospital","Education","Dr. Panda","4.4"
"a2969","Papa's Freezeria HD","Strategy","Flipline Studios","4.3"
"a2970","Dumb Ways JR Boffo's Breakfast","Education","Metro Trains","3.6"
"a2971","My Town : Beauty Spa Saloon","Educational","My Town Games Ltd","4.3"
"a2972","Doc Mobile Clinic Rescue","Entertainment","Disney Publishing Worldwide","4.2"
"a2973","Disney Junior Magic Phone","Entertainment","Disney Publishing Worldwide","3.4"
"a2974","Surprise Eggs - Toys for Kids","Simulation","ToyzKidsApps","4.1"
"a2975","Stick Ninja: Hero adventure","Arcade","Arcade Tap Tap Games","4.6"
"a2976","Jet Ski Driving Simulator 3D 2","Racing","parking games","4.5"
"a2977","Surprise Eggs for Girls 3D","Casual","LandzAppz","4.5"
"a2978","Tap Inc. Idle Clicker","Simulation","Polygant Ltd","4.7"
"a2979","Follow the Line - Glow World","Casual","Arcade Tap Tap Games","4.6"
"a2980","Lily's careers Dress up Lite","Educational","FLAGS GROUP","3.4"
"a2981","ZigZag Double Walls - glow","Arcade","Arcade Tap Tap Games","4.2"
"a2982","Fashion Shop - Girl Dress Up","Simulation","K3Games","4.4"
"a2983","Hair To The Air","Educational","TutoTOONS Kids Games","2.7"
"a2984","Surprise Eggs Princess Girls","Casual","GameForKids - DCOMP","3.8"
"a2985","Block Crush","Puzzle","ColorJoy","4.6"
"a2986","Bubble Donuts Pop","Adventure","Bubble Shooter Pop!","4.5"
"a2987","Easter Games for kids","Puzzle","Kidgames","3.7"
"a2988","Surprise Eggs for kids","Puzzle","GiveFiveGames","3.8"
"a2989","Shapes Builder (+4)","Educational","PlayToddlers.","4.2"
"a2990","Sago Mini Bug Builder","Education","Sago Mini","4.4"
"a2991","Dr. Panda Racers","Racing","Dr. Panda","4.3"
"a2992","Dinosaur Mix","Education","Cowly Owl Ltd","3.6"
"a2993","You Doodle Pro: Draw on Photos","Productivity","Digital Ruby, LLC","3.0"
"a2994","Petting Zoo","Casual","Fox & Sheep","4.5"
"a2995","Dr. Panda Candy Factory","Educational","Dr. Panda","4.1"
"a2996","Toy Crush","Puzzle","Cosmo Game","4.6"
"a2997","Num Noms","Puzzle","MGA Entertainment","3.9"
"a2998","Masha and Bear: Cooking Dash","Role Playing","Indigo Kids","4.2"
"a2999","Ready Set Shapes","Educational","Wild Devil Studios","5.0"
"a3000","Bubble Panda Pop 2","Casual","mango123","5.0"
"a3001","Hexa Puzzle Block Mania","Puzzle","Bubble Shooter Aeon Mall","3.0"
"a3002","Math Karts Racing","Educational","POTG Apps","5.0"
"a3003","Bubble Shooter Christmas","Puzzle","Bubble Shooter Free VNGame","null"
"a3004","Bubble Shooter Pop","Puzzle","mobfeel","4.4"
"a3005","Animal Puzzle","Puzzle","Game Ability","4.8"
"a3006","Tetris Block Puzzle Brick Game","Casual","Baca Baca Games","4.1"
"a3007","Plumber","Puzzle","Atika Games","4.9"
"a3008","Feed the Animals","Puzzle","iPrado: Best Games for Kids","5.0"
"a3009","Infinite Loop Color Circle","Casual","Baca Baca Games","5.0"
"a3010","Kids Princess Coloring Book \ud83c\udfa8","Educational","AppQuiz","4.2"
"a3011","Bubble Wrap - Balloon Pop \ud83c\udf88","Casual","Funny Addicting","4.7"
"a3012","Bubble Shooter Fever","Casual","Bubble Shooter Puzzles","4.4"
"a3013","Ready Maker","Education","Ready Makers, Inc.","4.1"
"a3014","Candy Soda Blast Pop Jelly","Puzzle","ModulesDen","3.9"
"a3015","Pepi Tree Lite","Education","Pepi Play","3.8"
"a3016","Candy's Town","Educational","Candy's Family by Libii","3.9"
"a3017","Train Wash","Adventure","YovoGames","4.4"
"a3018","Balala Dress Up 2:magic dress","Casual","Yunbu Game","4.1"
"a3019","Bubble Magic","Puzzle","Free Bubble Shooter Games","4.4"
"a3020","Thinkrolls: Kings & Queens","Puzzle","Avokiddo","4.0"
"a3021","Forest Smash - Match 3","Casual","Match 3 Fun Games","4.2"
"a3022","Disney Find 'N Seek","Entertainment","Disney Publishing Worldwide","4.0"
"a3023","Blendoku 2","Puzzle","Lonely Few","4.7"
"a3024","Connect it. Wood Puzzle","Puzzle","Celtic Spear","4.6"
"a3025","Shoot Bubble Deluxe","Puzzle","Bubble Shooter","4.2"
"a3026","Bubble Star Shooter","Arcade","Bubble Shooter Artworks","4.4"
"a3027","Jewel Quest 7 Top Match 3 Game","Puzzle","iWin","4.1"
"a3028","Rummy World","Board","P-Kama","3.3"
"a3029","Where's My Mickey?","Puzzle","Disney","4.1"
"a3030","My Town : Daycare","Educational","My Town Games Ltd","4.1"
"a3031","Peppa Pig: Party Time","Educational","Entertainment One","2.6"
"a3032","Sago Mini Puppy Preschool","Education","Sago Mini","4.4"
"a3033","My Town : Dance School","Educational","My Town Games Ltd","4.7"
"a3034","My Town : Preschool","Educational","My Town Games Ltd","4.4"
"a3035","Toca Pet Doctor","Education","Toca Boca","4.3"
"a3036","My PlayHome Hospital","Casual","Shimon Young","4.6"
"a3037","My PlayHome","Casual","Shimon Young","4.5"
"a3038","Toca Life: Farm","Education","Toca Boca","4.6"
"a3039","Toca Life: School","Education","Toca Boca","4.5"
"a3040","Toca Life: Stable","Education","Toca Boca","4.5"
"a3041","Toca Boo","Educational","Toca Boca","4.1"
"a3042","Piano tiles-don't tap pikachu","Arcade","Piano Tap Tap Music games","4.5"
"a3043","Cooking Games Fever Kitchen","Casual","Candy Sweet Studios","4.1"
"a3044","Stunt Bumper Car: Free Rider","Simulation","Chief Gamer","4.9"
"a3045","House Cleaning Home Sweet home","Casual","Girl Games - Vasco Games","4.9"
"a3046","I can do it - Vending Machine","Entertainment","Digital Gene","3.6"
"a3047","My house - fun for kids","Puzzle","Puzzle King AB","3.7"
"a3048","PINKFONG Birthday Party","Education","SMARTSTUDY PINKFONG","4.0"
"a3049","Ice Cream Maker 2","Casual","WSAD - WE SAID AND DID","3.6"
"a3050","Braided Hair Salon Girl Game","Casual","Girl Games - Vasco Games","3.7"
"a3051","Piano Tap Pikachu: music tiles","Arcade","Arcade Tap Tap Games","4.2"
"a3052","Wedding Shop 2 - Wedding Dress","Role Playing","mary.com","3.8"
"a3053","Piano Tap 5: Pikachu tiles","Arcade","Piano Tap Tap Music games","4.6"
"a3054","Piano Tap 4: Pikachu tiles","Arcade","Piano Tap Tap Music games","4.5"
"a3055","StirFry Stunts - We Bare Bears","Arcade","Cartoon Network","4.3"
"a3056","Easter Egg Catcher - Maker","Casual","Baca Baca Games","5.0"
"a3057","Surprise Eggs","Casual","IdeaMK","3.8"
"a3058","Piano Tap 7: Pikachu tiles","Arcade","Piano Tap Tap Music games","4.6"
"a3059","Pepi House","Educational","Pepi Play","4.2"
"a3060","Wheel of Surprise Eggs 2","Educational","Thom&Co Apps","4.3"
"a3061","Pirate Life","Education","Chibig","3.9"
"a3062","Vending Machine Surprise Eggs","Casual","KidsBuzzPlay","5.0"
"a3063","Sweet Baby Girl Beauty Salon 2","Educational","TutoTOONS","3.8"
"a3064","Unblock Car Parking Free","Strategy","Game Magic Studio","4.2"
"a3065","Cookie Jam 2","Puzzle","Jelly Juice Blast","4.0"
"a3066","Puzzles: Flowers & Nature","Puzzle","ColorTime","5.0"
"a3067","Brain Games - Free Brain Games","Educational","XGAME9X","4.7"
"a3068","Box Blocks","Casual","Kidga","4.9"
"a3069","Doc McStuffins Color and Play","Entertainment","Disney Publishing Worldwide","3.2"
"a3070","DogWorld 3D: My Puppy","Simulation","Tivola","3.9"
"a3071","Pango Build Park","Educational","Studio Pango","5.0"
"a3072","Kitchen Hidden Object Games","Puzzle","Hidden Objects Detective","3.8"
"a3073","Fuzzy House Premium","Role Playing","Fuzzy House Aps","4.5"
"a3074","Monster Mingle","Education","Cowly Owl Ltd","3.6"
"a3075","Number Knot","Puzzle","Codejuggler","4.1"
"a3076","Solitaire","Card","MetaFun Games","4.5"
"a3077","Designer City: building game","Simulation","Sphere Game Studios","4.1"
"a3078","Candy Fever","Casual","Mobileguru","4.3"
"a3079","2048","Puzzle","Androbaby","4.7"
"a3080","Hama Universe","Casual","Malte Haaning Plastic A/S","4.4"
"a3081","Candy Boom","Casual","TapFun Games","4.4"
"a3082","Surprise Eggs Kawaii Princess","Simulation","Princess Girls","5.0"
"a3083","Yummy Candy","Casual","TapFun Games","4.4"
"a3084","Candy Drop","Casual","TapFun Games","4.6"
"a3085","Bubble Blaster Nirvana","Casual","Free Bubble Shooter Games","4.4"
"a3086","Logic Puzzles - Brain Fun","Word","Egghead Games","4.4"
"a3087","Bubble Fossil","Puzzle","Match 3 Bubble Games","4.4"
"a3088","Toca Life: Town","Education","Toca Boca","4.3"
"a3089","Toca Life: Vacation","Education","Toca Boca","4.5"
"a3090","Little Super Chef Cooking Game","Casual","Girl Games - Vasco Games","4.4"
"a3091","\ud83d\udc08Crazy Cute Cat Happy Day Out","Casual","Girl Games - Vasco Games","4.6"
"a3092","Pregnant Housewife Gives Birth","Simulation","Girl Games - Vasco Games","4.2"
"a3093","World Fashion Makeup","Casual","Kiwi Go","4.3"
"a3094","bumper cars 60 seconds runner","Simulation","Chief Gamer","4.1"
"a3095","Garden Game for Kids","Casual","Bubadu","4.5"
"a3096","House Makeover - Fix It","Casual","Kiwi Go","4.3"
"a3097","Surprise Eggs Vending Machine","Simulation","Chief Gamer","4.0"
"a3098","Pepi Super Stores","Educational","Pepi Play","4.5"
"a3099","Draw Glow Princess","Role Playing","Draw apps for free","4.2"
"a3100","My Wild Pet: Online Animal Sim","Casual","App Holdings","4.5"
"a3101","Piano Tap - Katy Perry","Arcade","Piano Music Games","4.2"
"a3102","Surprise Eggs Vending Machine","Simulation","Thom&Co Apps","4.3"
"a3103","Surprise Eggs Vending Machine","Casual","TitonuGames","4.8"
"a3104","Dr. Panda Town","Education","Dr. Panda","4.4"
"a3105","Mahjong Free Journey \ud83c\udc04","Casual","Funny Addicting","4.6"
"a3106","Bubble Pop Kingdom","Arcade","Bubble Shooter Pop!","4.3"
"a3107","Word Search 2017","Puzzle","puzzle game for free","4.6"
"a3108","Draw with Powertools FX","Board","Onteca","3.8"
"a3109","Rockstar: Baby Band","Music","Hippo Kids Games","4.6"
"a3110","Kids Self Scan Supermarket Sim","Simulation","Chief Gamer","3.9"
"a3111","La Petite Marchande","Educational","Hans-Peter van Leeuwen","3.2"
"a3112","My Little Pony","Casual","Egmont Kids Media Digital","2.8"
"a3113","Word Search Games in english","Puzzle","AppQuiz","4.2"
"a3114","Bubble Panda Pop 2","Casual","Bubble Shooter Eden","4.3"
"a3115","Candy Blast","Puzzle","TapFun Games","4.3"
"a3116","Paper Artist","Photography","JFDP Labs","4.4"
"a3117","Minnie Bow Maker","Entertainment","Disney Publishing Worldwide","3.8"
"a3118","Word Search","Word","MetaFun Games","4.5"
"a3119","Solitaire","Card","MplayOnline: Free card games","4.6"
"a3120","Bubble Giant","Adventure","Bubble Shooter Pop!","4.5"
"a3121","Tic Tac Toe","Board","Roghan Games","4.4"
"a3122","Bubble Shooter Quake","Casual","Match 3 Bubble Games","4.2"
"a3123","Sushi Smash","Puzzle","Match 3 Fun Games","4.3"
"a3124","Surprise Eggs - Kids App","Casual","Thom&Co Apps","3.8"
"a3125","Castaway Home Designer","Casual","Stolen Couch Games","4.0"
"a3126","Mandala Coloring Book","Casual","Colorfit","4.3"
"a3127","dottted","Casual","Yoni Alter","2.7"
"a3128","Custom Skin Editor Minecraft","Entertainment","Jesse Kuronen","3.6"
"a3129","PBS KIDS ScratchJr","Education","PBS KIDS","4.1"
"a3130","Skin Editor Lite for Minecraft","Entertainment","Andro.Developers","4.1"
"a3131","Petlandia:Create Your PetEmoji","Tools","Mind Candy Ltd","3.9"
"a3132","ColorMinis Kids","Casual","Figuromo Studio LLC","4.1"
"a3133","Baby Bubble Bird","Casual","App Holdings","4.5"
"a3134","Logic Problems - Classic!","Word","Egghead Games","3.6"
"a3135","Quick Logic Puzzles","Word","Egghead Games","3.8"
"a3136","Shopkins: Chef Club","Casual","Mighty Kingdom","4.5"
"a3137","My Little Pony: Puzzle Party","Puzzle","Backflip Studios, Inc.","4.6"
"a3138","Where's My Water?","Puzzle","Disney","4.7"
"a3139","Sudoku Quest","Puzzle","HashCube","4.4"
"a3140","Teeny Titans - Teen Titans Go!","Strategy","Cartoon Network","4.6"
"a3141","Sago Mini Babies Dress Up","Education","Sago Mini","4.5"
"a3142","Cookie Yummy","Casual","gameone","4.5"
"a3143","What am I? - Little Riddles","Word","ThinkCube Inc.","4.0"
"a3144","Cake Master Cooking","Casual","Bull Studios","4.8"
"a3145","Amazing Candy","Puzzle","TapFun Games","4.0"
"a3146","Easter Swipe Eggs Match","Puzzle","Game Magic Studio","5.0"
"a3147","Candy Legend","Puzzle","Bubble Shooter Puzzles","4.5"
"a3148","Toy Match 3: Blast Mania","Puzzle","Twopro Productions","4.3"
"a3149","Dr. Panda City 2","Simulation","Dr. Panda","3.9"
"a3150","PAW Patrol Draw & Play","Education","Nickelodeon","4.1"
"a3151","Sand! Premium","Casual","Single Cell Software","4.4"
"a3152","Squish: Mickey Mouse Clubhouse","Entertainment","Disney Publishing Worldwide","3.4"
"a3153","Peppa Pig: Golden Boots","Adventure","Entertainment One","3.7"
"a3154","Book Creator","Education","Red Jumper","3.9"
"a3155","Toca Hair Salon Me","Education","Toca Boca","4.3"
"a3156","Stop Motion Studio Pro","Photography","Cateater","4.1"
"a3157","Toca Nature","Education","Toca Boca","4.2"
"a3158","Toca Hair Salon 2","Education","Toca Boca","4.3"
"a3159","Toca Hair Salon 3","Education","Toca Boca","4.7"
"a3160","Survivalcraft 2","Adventure","Candy Rufus Games","4.5"
"a3161","Tic Tac Toe Glow","Puzzle","Arclite Systems","3.9"
"a3162","123 Learning toddlers puzzles","Educational","a3BGameLab","4.1"
"a3163","Fairy Sisters 2","Educational","TutoTOONS","3.9"
"a3164","Blueberry Bubble","Puzzle","Match 3 Bubble Games","4.4"
"a3165","Fruit Dash","Casual","Cosmo Game","4.4"
"a3166","Fruit Farm","Casual","Cosmo Game","4.4"
"a3167","Fruit Splash Mania","Casual","Mobileguru","4.5"
"a3168","Bubble Star Fever","Puzzle","Bubble Shooter Pop!","4.5"
"a3169","Monkey Bobble","Puzzle","Bubble Shooter Pop!","4.5"
"a3170","Gummy Candy","Casual","Cosmo Game","4.4"
"a3171","Flower Smash Match 3","Casual","Match 3 Fun Games","4.5"
"a3172","Fruit Bang","Casual","Cosmo Game","4.4"
"a3173","Bubble Pop","Casual","Mobileguru","4.5"
"a3174","Bubble Shooter","Casual","appgo","4.5"
"a3175","Farm Crush","Casual","Cosmo Game","4.5"
"a3176","Brick Breaker Ball","Puzzle","MetaFun Games","4.5"
"a3177","Kids ABC Letter Phonics","Educational","Intellijoy Educational Games for Kids","4.4"
"a3178","LetterSchool - learn write abc","Educational","Letterschool Enabling Learning","4.2"
"a3179","Letter Quiz: Alphabet Aquarium","Education","CFC s.r.o.","4.2"
"a3180","Word Domino - Letter games","Education","Nicolas Lehovetzki","4.3"
"a3181","Kids ABC Letter Trains","Educational","Intellijoy Educational Games for Kids","4.3"
"a3182","Kids ABC Letters","Educational","Intellijoy Educational Games for Kids","4.4"
"a3183","Kids games: Learning letters","Educational","GoKids!","3.7"
"a3184","Word Domino Free, letter games","Education","Nicolas Lehovetzki","3.8"
"a3185","Preschool ABC Numbers Letters","Educational","Espace Publishing","3.9"
"a3186","Little Panda's Drawing Board","Educational","BabyBus Kids Games","4.7"
"a3187","Cookie Crush","Casual","appgo","4.8"
"a3188","Mini Metro","Puzzle","Playdigious","4.8"
"a3189","Disney Jigsaw Puzzle!","Entertainment","Disney Publishing Worldwide","3.5"
"a3190","Kingcraft - Candy World","Casual","Genera Games","4.4"
"a3191","Hidden Pictures Puzzles","Puzzle","Highlights for Children, Inc.","3.7"
"a3192","Bejeweled Stars: Free Match 3","Puzzle","ELECTRONIC ARTS","4.5"
"a3193","Safari Motocross Racing","Racing","Tiny Lab Productions","4.0"
"a3194","Hectic Harvest from PBS KIDS","Education","PBS KIDS","4.1"
"a3195","Farm Bubbles","Puzzle","Narcade","4.3"
"a3196","Transformers: RobotsInDisguise","Adventure","Hasbro Inc.","4.3"
"a3197","Jungle Monster Truck Kids Race","Racing","Tiny Lab Productions","3.9"
"a3198","Disney Dream Treats","Puzzle","Disney","4.6"
"a3199","Police car racing for kids","Racing","Tiny Lab Productions","3.9"
"a3200","Tailor Kids","Casual","Bubadu","3.8"
"a3201","PS Vita Pets: Puppy Parlour","Casual","PlayStation Mobile Inc.","4.1"
"a3202","Littlest Pet Shop Your World","Casual","Hasbro Inc.","4.2"
"a3203","Mystery Hidden Object","Puzzle","Hidden Objects Detective","4.5"
"a3204","3 in 1 Hidden Object Games","Puzzle","Hidden Objects Detective","4.0"
"a3205","Brincando com Animazoo - Yupi","Educational","Yupi Play - Rede de Jogos Educativos para Crian\u00e7as","4.9"
"a3206","Cyber Robot","Educational","Clementoni S.p.A.","3.7"
"a3207","Hoopa City","Simulation","Dr. Panda","4.6"
"a3208","Hidden Objects Jungle Secrets","Puzzle","Best Free Hidden Object Mystery Games","3.8"
"a3209","Bubble Shooter Bomb","Casual","appgo","4.5"
"a3210","Candy Jam","Casual","Tapcool","4.5"
"a3211","Color Block Puzzle Brick Game","Casual","Baca Baca Games","null"
"a3212","Candy Happy Day","Casual","Minion Games Studio","4.6"
"a3213","Heart Box - physics puzzle","Puzzle","RAD BROTHERS","4.5"
"a3214","Gus Learns Spanish for Kids","Education","toojuice, LLC","4.7"
"a3215","Candy Blaster","Puzzle","TapFun Games","4.8"
"a3216","Sweet Candy Crack","Casual","Mobileguru","4.7"
"a3217","Calming Lia - Puzzle Adventure","Puzzle","Mingle Games","4.8"
"a3218","Mahjong","Puzzle","MplayOnline: Free card games","4.6"
"a3219","Chess","Board","Magic Puzzle","4.3"
"a3220","Fruit Candy","Casual","Gamoper","4.7"
"a3221","Just 2 Pics","Word","Blue Boat","4.5"
"a3222","Rube's Lab - Physics Puzzle","Puzzle","Bouland Games","4.3"
"a3223","Diamond Mania Match 3","Puzzle","Match 3 Fun Games","4.5"
"a3224","Scribblenauts Remix","Puzzle","Warner Bros. International Enterprises","4.2"
"a3225","Kung Fu FIGHT!","Arcade","Nostatic Software","4.2"
"a3226","Hard Lines","Arcade","Jakyl","4.4"
"a3227","Pizza Snake Pro","Arcade","Ino","4.4"
"a3228","Solar Rush (Pro)","Arcade","Gazzapper Games","4.8"
"a3229","Forget-Me-Not","Arcade","Jakyl","4.6"
"a3230","Invaders from Androidia","Arcade","Gazzapper Games","4.3"
"a3231","Prehistorik","Arcade","Interplay Entertainment","4.2"
"a3232","Star Scape","Arcade","TicTacGames","5.0"
"a3233","Gola","Arcade","Divyatech Information System Pvt Ltd","4.6"
"a3234","Space Assault: Space shooter","Arcade","Kiko Cat","4.3"
"a3235","Solar Warfare","Arcade","TegTap","4.2"
"a3236","Snake Fun Game","Casual","Pixotri Technologies Pvt Ltd","4.1"
"a3237","My baby firework","Entertainment","DOKDOAPPS","3.7"
"a3238","SpaceUp","Arcade","BerryRabbit","4.8"
"a3239","Chaves Adventures","Adventure","Super Platform Adventure Games","4.2"
"a3240","Sweet Baby Girl Cleanup 3","Educational","TutoTOONS","3.8"
"a3241","Kids ABC Letter Phonics (Lite)","Educational","Intellijoy Educational Games for Kids","4.0"
"a3242","Little Buddies Hospital 2","Educational","TutoTOONS","4.1"
"a3243","ZigZag Portal Double Walls","Arcade","Pixie Games Mobile","3.9"
"a3244","Quadris: clear rows puzzle","Puzzle","Kidga","4.0"
"a3245","Pony Sisters in Magic Garden","Educational","TutoTOONS","3.9"
"a3246","Disney Crossy Road","Arcade","Disney","4.5"
"a3247","Kids ABC Letters (Lite)","Educational","Intellijoy Educational Games for Kids","4.1"
"a3248","Draw Glow Flower","Entertainment","Draw apps for free","4.5"
"a3249","Kids Paintings Coloring Book","Education","ENYSOFT","3.9"
"a3250","Dr. Panda Home","Educational","Dr. Panda","4.2"
"a3251","Queen's Garden (Full)","Puzzle","Seven Sails Games","5.0"
"a3252","Learning Letters Puppy","Education","Fisher-Price, Inc.","4.2"
"a3253","Need for Speed Bus Racer","Racing","Mobi2Fun Private Limited","3.8"
"a3254","LetterSchool - Phonics for ABC","Educational","Letterschool Enabling Learning","3.9"
"a3255","Kids ABC Letter, Colour & Song","Educational","AppAsia Studio","4.0"
"a3256","Plant Nanny - Water Reminder","Health & Fitness","Fourdesire","4.5"
"a3257","ABC for Kids \u2013 Learn Alphabet","Educational","GoKids!","4.3"
"a3258","Animals Farm For Kids","Educational","Kids Games Projects","4.2"
"a3259","DNA Play - Create Monsters","Education","Avokiddo","3.8"
"a3260","Trip to the zoo for kids","Educational","Kids Games Projects","4.4"
"a3261","Preschooler World","Educational","Kids Games Projects","4.5"
"a3262","Animals for Toddlers and Kids","Educational","romeLab","4.0"
"a3263","384 Puzzles for Preschool Kids","Puzzle","Abuzz","4.0"
"a3264","Pango Build City","Educational","Studio Pango","4.8"
"a3265","Frozen Story Theater","Entertainment","Disney Publishing Worldwide","4.2"
"a3266","Barbie Superstar! Music Maker","Music","Budge Studios","4.1"
"a3267","Toca Mini","Education","Toca Boca","4.1"
"a3268","Toca Lab","Education","Toca Boca","4.3"
"a3269","Beep, beep, Alfie Atkins","Educational","Gro Play Digital","3.9"
"a3270","Ever After High\u2122: Baby Dragons","Casual","Mattel","4.1"
"a3271","Pettson's Inventions","Puzzle","Filimundus AB","4.3"
"a3272","Toontastic 3D","Educational","Google Inc.","4.4"
"a3273","Toca Builders","Education","Toca Boca","4.2"
"a3274","Monster High\u2122","Entertainment","Mattel","4.1"
"a3275","Toca Blocks","Educational","Toca Boca","4.3"
"a3276","XtraMath","Education","XtraMath","4.0"
"a3277","LEGO Batman: DC Super Heroes","Adventure","Warner Bros. International Enterprises","4.1"
"a3278","LEGO\u00ae Jurassic World\u2122","Adventure","Warner Bros. International Enterprises","4.3"
"a3279","Masha and The Bear Jam Match 3","Puzzle","KB Pro","4.6"
"a3280","LEGO\u00ae Ninjago: Shadow of Ronin","Adventure","Warner Bros. International Enterprises","4.2"
"a3281","Sweet Baby Girl Dream House 2","Educational","TutoTOONS","3.8"
"a3282","Sweet Baby Girl Newborn Baby","Educational","TutoTOONS","3.8"
"a3283","Sweet Baby Girl Halloween Fun","Educational","TutoTOONS","3.9"
"a3284","ABC Learn Spanish Letters","Educational","a3BGameLab","3.7"
"a3285","Lion Kingdom - Adventure King","Adventure","Mobi2Fun Private Limited","4.1"
"a3286","Motorcycle Racer - Bike Games","Racing","Tiny Lab Productions","4.0"
"a3287","Disney Magic Timer by Oral-B","Health & Fitness","Disney Publishing Worldwide","3.9"
"a3288","Calling All Mixels","Action","Cartoon Network","4.3"
"a3289","My Little Pony: Harmony Quest","Casual","Budge Studios","3.9"
"a3290","ABC Learning letters toddlers","Educational","a3BGameLab","3.8"
"a3291","Food puzzle for kids","Puzzle","Abuzz","4.0"
"a3292","\u0423\u0447\u0438.\u0440\u0443","Education","\u0423\u0447\u0438.\u0440\u0443, \u041e\u041e\u041e","4.4"
"a3293","Toddler & Baby Games","Educational","AppQuiz","4.2"
"a3294","Frozen Free Fall: Icy Shot","Casual","Disney","4.4"
"a3295","Ever After High\u2122","Casual","Mattel","4.0"
"a3296","Video Editor","Video Players & Editors","WeVideo Inc.","4.1"
"a3297","LEGO\u00ae NEXO KNIGHTS\u2122:MERLOK 2.0","Adventure","LEGO System A/S","4.3"
"a3298","Guitar Tuner Free - GuitarTuna","Tools","Yousician Ltd.","4.8"
"a3299","Sworkit Kids - Workout Trainer","Health & Fitness","Nexercise Apps, Inc","4.7"
"a3300","Quizlet Learn With Flashcards","Education","Quizlet LLC","4.5"
"a3301","LEGO\u00ae MINDSTORMS\u00ae Commander","Tools","LEGO System A/S","3.9"
